uf,municipio,regiao
PI,São Félix do Piauí,Nordeste
PI,São Francisco de Assis do Piauí,Nordeste
PI,São Francisco do Piauí,Nordeste
PI,São Gonçalo do Gurguéia,Nordeste
PI,São Gonçalo do Piauí,Nordeste
PI,São João da Canabrava,Nordeste
PI,São João da Fronteira,Nordeste
PI,São João da Serra,Nordeste
PI,São João da Varjota,Nordeste
PI,São João do Arraial,Nordeste
PI,São João do Piauí,Nordeste
PI,São José do Divino,Nordeste
PI,São José do Peixe,Nordeste
PI,São José do Piauí,Nordeste
PI,São Julião,Nordeste
PI,São Lourenço do Piauí,Nordeste
PI,São Luis do Piauí,Nordeste
PI,São Miguel da Baixa Grande,Nordeste
PI,São Miguel do Fidalgo,Nordeste
PI,São Miguel do Tapuio,Nordeste
PI,São Pedro do Piauí,Nordeste
PI,São Raimundo Nonato,Nordeste
PI,Sebastião Barros,Nordeste
PI,Sebastião Leal,Nordeste
PI,Sigefredo Pacheco,Nordeste
PI,Simões,Nordeste
PI,Simplício Mendes,Nordeste
PI,Socorro do Piauí,Nordeste
PI,Sussuapara,Nordeste
PI,Tamboril do Piauí,Nordeste
PI,Tanque do Piauí,Nordeste
PI,Teresina,Nordeste
PI,União,Nordeste
PI,Uruçuí,Nordeste
PI,Valença do Piauí,Nordeste
PI,Várzea Branca,Nordeste
PI,Várzea Grande,Nordeste
PI,Vera Mendes,Nordeste
PI,Vila Nova do Piauí,Nordeste
PI,Wall Ferraz,Nordeste
CE,Abaiara,Nordeste
CE,Acarapé,Nordeste
CE,Acaraú,Nordeste
CE,Acopiara,Nordeste
CE,Aiuaba,Nordeste
CE,Alcântaras,Nordeste
CE,Altaneira,Nordeste
CE,Alto Santo,Nordeste
CE,Amontada,Nordeste
CE,Antonina do Norte,Nordeste
CE,Apuiarés,Nordeste
CE,Aquiraz,Nordeste
CE,Aracati,Nordeste
CE,Aracoiaba,Nordeste
CE,Ararendá,Nordeste
CE,Araripe,Nordeste
CE,Aratuba,Nordeste
CE,Arneiroz,Nordeste
CE,Assaré,Nordeste
CE,Aurora,Nordeste
CE,Baixio,Nordeste
CE,Banabuiú,Nordeste
CE,Barbalha,Nordeste
CE,Barreira,Nordeste
CE,Barro,Nordeste
CE,Barroquinha,Nordeste
CE,Baturité,Nordeste
CE,Beberibe,Nordeste
CE,Bela Cruz,Nordeste
CE,Boa Viagem,Nordeste
CE,Brejo Santo,Nordeste
CE,Camocim,Nordeste
CE,Campos Sales,Nordeste
CE,Canindé,Nordeste
CE,Capistrano,Nordeste
CE,Caridade,Nordeste
CE,Cariré,Nordeste
CE,Caririaçu,Nordeste
CE,Cariús,Nordeste
CE,Carnaubal,Nordeste
CE,Cascavel,Nordeste
CE,Catarina,Nordeste
CE,Catunda,Nordeste
CE,Caucaia,Nordeste
CE,Cedro,Nordeste
CE,Chaval,Nordeste
CE,Choró,Nordeste
CE,Chorozinho,Nordeste
CE,Coreaú,Nordeste
CE,Crateús,Nordeste
CE,Crato,Nordeste
CE,Croatá,Nordeste
CE,Cruz,Nordeste
CE,Deputado Irapuan Pinheiro,Nordeste
CE,Ererê,Nordeste
CE,Eusébio,Nordeste
CE,Farias Brito,Nordeste
CE,Forquilha,Nordeste
CE,Fortaleza,Nordeste
CE,Fortim,Nordeste
CE,Frecheirinha,Nordeste
CE,General Sampaio,Nordeste
CE,Graça,Nordeste
CE,Granja,Nordeste
CE,Granjeiro,Nordeste
CE,Groaíras,Nordeste
CE,Guaiúba,Nordeste
CE,Guaraciaba do Norte,Nordeste
CE,Guaramiranga,Nordeste
CE,Hidrolândia,Nordeste
CE,Horizonte,Nordeste
CE,Ibaretama,Nordeste
CE,Ibiapina,Nordeste
CE,Ibicuitinga,Nordeste
CE,Icapuí,Nordeste
CE,Icó,Nordeste
CE,Iguatu,Nordeste
CE,Independência,Nordeste
CE,Ipaporanga,Nordeste
CE,Ipaumirim,Nordeste
CE,Ipu,Nordeste
CE,Ipueiras,Nordeste
CE,Iracema,Nordeste
CE,Irauçuba,Nordeste
CE,Itaiçaba,Nordeste
CE,Itaitinga,Nordeste
CE,Itapagé,Nordeste
CE,Itapipoca,Nordeste
CE,Itapiúna,Nordeste
CE,Itarema,Nordeste
CE,Itatira,Nordeste
CE,Jaguaretama,Nordeste
CE,Jaguaribara,Nordeste
CE,Jaguaribe,Nordeste
CE,Jaguaruana,Nordeste
CE,Jardim,Nordeste
CE,Jati,Nordeste
CE,Jijoca de Jericoacoara,Nordeste
CE,Juazeiro do Norte,Nordeste
CE,Jucás,Nordeste
CE,Lavras da Mangabeira,Nordeste
CE,Limoeiro do Norte,Nordeste
CE,Madalena,Nordeste
CE,Maracanaú,Nordeste
CE,Maranguape,Nordeste
CE,Marco,Nordeste
CE,Martinópole,Nordeste
CE,Massapê,Nordeste
CE,Mauriti,Nordeste
CE,Meruoca,Nordeste
CE,Milagres,Nordeste
CE,Milhã,Nordeste
CE,Miraíma,Nordeste
CE,Missão Velha,Nordeste
CE,Mombaça,Nordeste
CE,Monsenhor Tabosa,Nordeste
CE,Morada Nova,Nordeste
CE,Moraújo,Nordeste
CE,Morrinhos,Nordeste
CE,Mucambo,Nordeste
CE,Mulungu,Nordeste
CE,Nova Olinda,Nordeste
CE,Nova Russas,Nordeste
CE,Novo Oriente,Nordeste
CE,Ocara,Nordeste
CE,Orós,Nordeste
CE,Pacajus,Nordeste
CE,Pacatuba,Nordeste
CE,Pacoti,Nordeste
CE,Pacujá,Nordeste
CE,Palhano,Nordeste
CE,Palmácia,Nordeste
CE,Paracuru,Nordeste
CE,Paraipaba,Nordeste
CE,Parambu,Nordeste
CE,Paramoti,Nordeste
CE,Pedra Branca,Nordeste
CE,Penaforte,Nordeste
CE,Pentecoste,Nordeste
CE,Pereiro,Nordeste
CE,Pindoretama,Nordeste
CE,Piquet Carneiro,Nordeste
CE,Pires Ferreira,Nordeste
CE,Poranga,Nordeste
CE,Porteiras,Nordeste
CE,Potengi,Nordeste
CE,Potiretama,Nordeste
CE,Quiterianópolis,Nordeste
CE,Quixadá,Nordeste
CE,Quixelô,Nordeste
CE,Quixeramobim,Nordeste
CE,Quixeré,Nordeste
CE,Redenção,Nordeste
CE,Reriutaba,Nordeste
CE,Russas,Nordeste
CE,Saboeiro,Nordeste
CE,Salitre,Nordeste
CE,Santana do Acaraú,Nordeste
CE,Santana do Cariri,Nordeste
CE,Santa Quitéria,Nordeste
CE,São Benedito,Nordeste
CE,São Gonçalo do Amarante,Nordeste
CE,São João do Jaguaribe,Nordeste
CE,São Luís do Curu,Nordeste
CE,Senador Pompeu,Nordeste
CE,Senador sá,Nordeste
CE,Sobral,Nordeste
CE,Solonópole,Nordeste
CE,Tabuleiro do Norte,Nordeste
CE,Tamboril,Nordeste
CE,Tarrafas,Nordeste
CE,Tauá,Nordeste
CE,Tejuçuoca,Nordeste
CE,Tianguá,Nordeste
CE,Trairi,Nordeste
CE,Tururu,Nordeste
CE,Ubajara,Nordeste
CE,Umari,Nordeste
CE,Umirim,Nordeste
CE,Uruburetama,Nordeste
CE,Uruoca,Nordeste
CE,Varjota,Nordeste
CE,Várzea Alegre,Nordeste
CE,Viçosa do Ceará,Nordeste
RN,Acari,Nordeste
RN,Açu,Nordeste
RN,Afonso Bezerra,Nordeste
RN,Água Nova,Nordeste
RN,Alexandria,Nordeste
RN,Almino Afonso,Nordeste
RN,Alto do Rodrigues,Nordeste
RN,Angicos,Nordeste
RN,Antônio Martins,Nordeste
RN,Apodi,Nordeste
RN,Areia Branca,Nordeste
RN,Arês,Nordeste
RN,Augusto Severo,Nordeste
RN,Baía Formosa,Nordeste
RN,Baraúna,Nordeste
RN,Barcelona,Nordeste
RN,Bento Fernandes,Nordeste
RN,Bodó,Nordeste
RN,Bom Jesus,Nordeste
RN,Brejinho,Nordeste
RN,Caiçara do Norte,Nordeste
RN,Caiçara do Rio do Vento,Nordeste
RN,Caicó,Nordeste
RN,Campo Redondo,Nordeste
RN,Canguaretama,Nordeste
RN,Caraúbas,Nordeste
RN,Carnaúba Dos Dantas,Nordeste
RN,Carnaubais,Nordeste
RN,Ceará-mirim,Nordeste
RN,Cerro Corá,Nordeste
RN,Coronel Ezequiel,Nordeste
RN,Coronel João Pessoa,Nordeste
RN,Cruzeta,Nordeste
RN,Currais Novos,Nordeste
RN,Doutor Severiano,Nordeste
RN,Parnamirim,Nordeste
RN,Encanto,Nordeste
RN,Equador,Nordeste
RN,Espírito Santo,Nordeste
RN,Extremoz,Nordeste
RN,Felipe Guerra,Nordeste
RN,Fernando Pedroza,Nordeste
RN,Florânia,Nordeste
RN,Francisco Dantas,Nordeste
RN,Frutuoso Gomes,Nordeste
RN,Galinhos,Nordeste
RN,Goianinha,Nordeste
RN,Governador Dix-sept Rosado,Nordeste
RN,Grossos,Nordeste
RN,Guamaré,Nordeste
RN,Ielmo Marinho,Nordeste
RN,Ipanguaçu,Nordeste
RN,Ipueira,Nordeste
RN,Itajá,Nordeste
RN,Itaú,Nordeste
RN,Jaçanã,Nordeste
RN,Jandaíra,Nordeste
RN,Janduís,Nordeste
RN,Januário Cicco,Nordeste
RN,Japi,Nordeste
RN,Jardim de Angicos,Nordeste
RN,Jardim de Piranhas,Nordeste
RN,Jardim do Seridó,Nordeste
RN,João Câmara,Nordeste
RN,João Dias,Nordeste
RN,José da Penha,Nordeste
RN,Jucurutu,Nordeste
RN,Jundiá,Nordeste
RN,Lagoa D´anta,Nordeste
RN,Lagoa de Pedras,Nordeste
RN,Lagoa de Velhos,Nordeste
RN,Lagoa Nova,Nordeste
RN,Lagoa Salgada,Nordeste
RN,Lajes,Nordeste
RN,Lajes Pintadas,Nordeste
RN,Lucrécia,Nordeste
RN,Luís Gomes,Nordeste
RN,Macaíba,Nordeste
RN,Macau,Nordeste
RN,Major Sales,Nordeste
RN,Marcelino Vieira,Nordeste
RN,Martins,Nordeste
RN,Maxaranguape,Nordeste
RN,Messias Targino,Nordeste
RN,Montanhas,Nordeste
RN,Monte Alegre,Nordeste
RN,Monte Das Gameleiras,Nordeste
RN,Mossoró,Nordeste
RN,Natal,Nordeste
RN,Nísia Floresta,Nordeste
RN,Nova Cruz,Nordeste
RN,Olho-d´água do Borges,Nordeste
RN,Ouro Branco,Nordeste
RN,Paraná,Nordeste
RN,Paraú,Nordeste
RN,Parazinho,Nordeste
RN,Parelhas,Nordeste
RN,Rio do Fogo,Nordeste
RN,Passa e Fica,Nordeste
RN,Passagem,Nordeste
RN,Patu,Nordeste
RN,Santa Maria,Nordeste
RN,Pau Dos Ferros,Nordeste
RN,Pedra Grande,Nordeste
RN,Pedra Preta,Nordeste
RN,Pedro Avelino,Nordeste
RN,Pedro Velho,Nordeste
RN,Pendências,Nordeste
RN,Pilões,Nordeste
RN,Poço Branco,Nordeste
RN,Portalegre,Nordeste
RN,Porto do Mangue,Nordeste
RN,Presidente Juscelino,Nordeste
RN,Pureza,Nordeste
RN,Rafael Fernandes,Nordeste
RN,Rafael Godeiro,Nordeste
RN,Riacho da Cruz,Nordeste
RN,Riacho de Santana,Nordeste
RN,Riachuelo,Nordeste
RN,Rodolfo Fernandes,Nordeste
RN,Tibau,Nordeste
RN,Ruy Barbosa,Nordeste
RN,Santa Cruz,Nordeste
RN,Santana do Matos,Nordeste
RN,Santana do Seridó,Nordeste
RN,Santo Antônio,Nordeste
RN,São Bento do Norte,Nordeste
RN,São Bento do Trairí,Nordeste
RN,São Fernando,Nordeste
RN,São Francisco do Oeste,Nordeste
RN,São Gonçalo do Amarante,Nordeste
RN,São João do Sabugi,Nordeste
RN,São José de Mipibu,Nordeste
RN,São José do Campestre,Nordeste
RN,São José do Seridó,Nordeste
RN,São Miguel,Nordeste
RN,São Miguel do Gostoso,Nordeste
RN,São Paulo do Potengi,Nordeste
RN,São Pedro,Nordeste
RN,São Rafael,Nordeste
RN,São Tomé,Nordeste
RN,São Vicente,Nordeste
RN,Senador Elói de Souza,Nordeste
RN,Senador Georgino Avelino,Nordeste
RN,Serra de São Bento,Nordeste
RN,Serra do Mel,Nordeste
RN,Serra Negra do Norte,Nordeste
RN,Serrinha,Nordeste
RN,Serrinha Dos Pintos,Nordeste
RN,Severiano Melo,Nordeste
RN,Sítio Novo,Nordeste
RN,Taboleiro Grande,Nordeste
RN,Taipu,Nordeste
RN,Tangará,Nordeste
RN,Tenente Ananias,Nordeste
RN,Tenente Laurentino Cruz,Nordeste
RN,Tibau do Sul,Nordeste
RN,Timbaúba Dos Batistas,Nordeste
RN,Touros,Nordeste
RN,Triunfo Potiguar,Nordeste
RN,Umarizal,Nordeste
RN,Upanema,Nordeste
RN,Várzea,Nordeste
RN,Venha-ver,Nordeste
RN,Vera Cruz,Nordeste
RN,Viçosa,Nordeste
RN,Vila Flor,Nordeste
PB,Água Branca,Nordeste
PB,Aguiar,Nordeste
PB,Alagoa Grande,Nordeste
PB,Alagoa Nova,Nordeste
PB,Alagoinha,Nordeste
PB,Alcantil,Nordeste
PB,Algodão de Jandaíra,Nordeste
PB,Alhandra,Nordeste
PB,São João do Rio do Peixe,Nordeste
PB,Amparo,Nordeste
PB,Aparecida,Nordeste
PB,Araçagi,Nordeste
PB,Arara,Nordeste
PB,Araruna,Nordeste
PB,Areia,Nordeste
PB,Areia de Baraúnas,Nordeste
PB,Areial,Nordeste
PB,Aroeiras,Nordeste
PB,Assunção,Nordeste
PB,Baía da Traição,Nordeste
PB,Bananeiras,Nordeste
PB,Baraúna,Nordeste
PB,Barra de Santana,Nordeste
PB,Barra de Santa Rosa,Nordeste
PB,Barra de São Miguel,Nordeste
PB,Bayeux,Nordeste
PB,Belém,Nordeste
PB,Belém do Brejo do Cruz,Nordeste
PB,Bernardino Batista,Nordeste
PB,Boa Ventura,Nordeste
PB,Boa Vista,Nordeste
PB,Bom Jesus,Nordeste
PB,Bom Sucesso,Nordeste
PB,Bonito de Santa fé,Nordeste
PB,Boqueirão,Nordeste
PB,Igaracy,Nordeste
PB,Borborema,Nordeste
PB,Brejo do Cruz,Nordeste
PB,Brejo Dos Santos,Nordeste
PB,Caaporã,Nordeste
PB,Cabaceiras,Nordeste
PB,Cabedelo,Nordeste
PB,Cachoeira Dos Índios,Nordeste
PB,Cacimba de Areia,Nordeste
PB,Cacimba de Dentro,Nordeste
PB,Cacimbas,Nordeste
PB,Caiçara,Nordeste
PB,Cajazeiras,Nordeste
PB,Cajazeirinhas,Nordeste
PB,Caldas Brandão,Nordeste
PB,Camalaú,Nordeste
PB,Campina Grande,Nordeste
PB,Capim,Nordeste
PB,Caraúbas,Nordeste
PB,Carrapateira,Nordeste
PB,Casserengue,Nordeste
PB,Catingueira,Nordeste
PB,Catolé do Rocha,Nordeste
PB,Caturité,Nordeste
PB,Conceição,Nordeste
PB,Condado,Nordeste
PB,Conde,Nordeste
PB,Congo,Nordeste
PB,Coremas,Nordeste
PB,Coxixola,Nordeste
PB,Cruz do Espírito Santo,Nordeste
PB,Cubati,Nordeste
PB,Cuité,Nordeste
PB,Cuitegi,Nordeste
PB,Cuité de Mamanguape,Nordeste
PB,Curral de Cima,Nordeste
PB,Curral Velho,Nordeste
PB,Damião,Nordeste
PB,Desterro,Nordeste
PB,Vista Serrana,Nordeste
PB,Diamante,Nordeste
PB,Dona Inês,Nordeste
PB,Duas Estradas,Nordeste
PB,Emas,Nordeste
PB,Esperança,Nordeste
PB,Fagundes,Nordeste
PB,Frei Martinho,Nordeste
PB,Gado Bravo,Nordeste
PB,Guarabira,Nordeste
PB,Gurinhém,Nordeste
PB,Gurjão,Nordeste
PB,Ibiara,Nordeste
PB,Imaculada,Nordeste
PB,Ingá,Nordeste
PB,Itabaiana,Nordeste
PB,Itaporanga,Nordeste
PB,Itapororoca,Nordeste
PB,Itatuba,Nordeste
PB,Jacaraú,Nordeste
PB,Jericó,Nordeste
PB,João Pessoa,Nordeste
PB,Juarez Távora,Nordeste
PB,Juazeirinho,Nordeste
PB,Junco do Seridó,Nordeste
PB,Juripiranga,Nordeste
PB,Juru,Nordeste
PB,Lagoa,Nordeste
PB,Lagoa de Dentro,Nordeste
PB,Lagoa Seca,Nordeste
PB,Lastro,Nordeste
PB,Livramento,Nordeste
PB,Logradouro,Nordeste
PB,Lucena,Nordeste
PB,Mãe D´água,Nordeste
PB,Malta,Nordeste
PB,Mamanguape,Nordeste
PB,Manaíra,Nordeste
PB,Marcação,Nordeste
PB,Mari,Nordeste
PB,Marizópolis,Nordeste
PB,Massaranduba,Nordeste
PB,Mataraca,Nordeste
PB,Matinhas,Nordeste
PB,Mato Grosso,Nordeste
PB,Maturéia,Nordeste
PB,Mogeiro,Nordeste
PB,Montadas,Nordeste
PB,Monte Horebe,Nordeste
PB,Monteiro,Nordeste
PB,Mulungu,Nordeste
PB,Natuba,Nordeste
PB,Nazarezinho,Nordeste
PB,Nova Floresta,Nordeste
PB,Nova Olinda,Nordeste
PB,Nova Palmeira,Nordeste
PB,Olho D´água,Nordeste
PB,Olivedos,Nordeste
PB,Ouro Velho,Nordeste
PB,Parari,Nordeste
PB,Passagem,Nordeste
PB,Patos,Nordeste
PB,Paulista,Nordeste
PB,Pedra Branca,Nordeste
PB,Pedra Lavrada,Nordeste
PB,Pedras de Fogo,Nordeste
PB,Piancó,Nordeste
PB,Picuí,Nordeste
PB,Pilar,Nordeste
PB,Pilões,Nordeste
PB,Pilõezinhos,Nordeste
PB,Pirpirituba,Nordeste
PB,Pitimbu,Nordeste
PB,Pocinhos,Nordeste
PB,Poço Dantas,Nordeste
PB,Poço de José de Moura,Nordeste
PB,Pombal,Nordeste
PB,Prata,Nordeste
PB,Princesa Isabel,Nordeste
PB,Puxinanã,Nordeste
PB,Queimadas,Nordeste
PB,Quixabá,Nordeste
PB,Remígio,Nordeste
PB,Pedro Régis,Nordeste
PB,Riachão,Nordeste
PB,Riachão do Bacamarte,Nordeste
PB,Riachão do Poço,Nordeste
PB,Riacho de Santo Antônio,Nordeste
PB,Riacho Dos Cavalos,Nordeste
PB,Rio Tinto,Nordeste
PB,Salgadinho,Nordeste
PB,Salgado de São Félix,Nordeste
PB,Santa Cecília,Nordeste
PB,Santa Cruz,Nordeste
PB,Santa Helena,Nordeste
PB,Santa Inês,Nordeste
PB,Santa Luzia,Nordeste
PB,Santana de Mangueira,Nordeste
PB,Santana Dos Garrotes,Nordeste
PB,Santarém,Nordeste
PB,Santa Rita,Nordeste
PB,Santa Teresinha,Nordeste
PB,Santo André,Nordeste
PB,São Bento,Nordeste
PB,São Bentinho,Nordeste
PB,São Domingos do Cariri,Nordeste
PB,São Domingos de Pombal,Nordeste
PB,São Francisco,Nordeste
PB,São João do Cariri,Nordeste
PB,São João do Tigre,Nordeste
PB,São José da Lagoa Tapada,Nordeste
PB,São José de Caiana,Nordeste
PB,São José de Espinharas,Nordeste
PB,São José Dos Ramos,Nordeste
PB,São José de Piranhas,Nordeste
PB,São José de Princesa,Nordeste
PB,São José do Bonfim,Nordeste
PB,São José do Brejo do Cruz,Nordeste
PB,São José do Sabugi,Nordeste
PB,São José Dos Cordeiros,Nordeste
PB,São Mamede,Nordeste
PB,São Miguel de Taipu,Nordeste
PB,São Sebastião de Lagoa de Roça,Nordeste
PB,São Sebastião do Umbuzeiro,Nordeste
PB,Sapé,Nordeste
PB,Seridó,Nordeste
PB,Serra Branca,Nordeste
PB,Serra da Raiz,Nordeste
PB,Serra Grande,Nordeste
PB,Serra Redonda,Nordeste
PB,Serraria,Nordeste
PB,Sertãozinho,Nordeste
PB,Sobrado,Nordeste
PB,Solânea,Nordeste
PB,Soledade,Nordeste
PB,Sossêgo,Nordeste
PB,Sousa,Nordeste
PB,Sumé,Nordeste
PB,Campo de Santana,Nordeste
PB,Taperoá,Nordeste
PB,Tavares,Nordeste
PB,Teixeira,Nordeste
PB,Tenório,Nordeste
PB,Triunfo,Nordeste
PB,Uiraúna,Nordeste
PB,Umbuzeiro,Nordeste
PB,Várzea,Nordeste
PB,Vieirópolis,Nordeste
PB,Zabelê,Nordeste
PE,Abreu e Lima,Nordeste
PE,Afogados da Ingazeira,Nordeste
PE,Afrânio,Nordeste
PE,Agrestina,Nordeste
PE,Água Preta,Nordeste
PE,Águas Belas,Nordeste
PE,Alagoinha,Nordeste
PE,Aliança,Nordeste
PE,Altinho,Nordeste
PE,Amaraji,Nordeste
PE,Angelim,Nordeste
PE,Araçoiaba,Nordeste
PE,Araripina,Nordeste
PE,Arcoverde,Nordeste
PE,Barra de Guabiraba,Nordeste
PE,Barreiros,Nordeste
PE,Belém de Maria,Nordeste
PE,Belém de São Francisco,Nordeste
PE,Belo Jardim,Nordeste
PE,Betânia,Nordeste
PE,Bezerros,Nordeste
PE,Bodocó,Nordeste
PE,Bom Conselho,Nordeste
PE,Bom Jardim,Nordeste
PE,Bonito,Nordeste
PE,Brejão,Nordeste
PE,Brejinho,Nordeste
PE,Brejo da Madre de Deus,Nordeste
PE,Buenos Aires,Nordeste
PE,Buíque,Nordeste
PE,Cabo de Santo Agostinho,Nordeste
PE,Cabrobó,Nordeste
PE,Cachoeirinha,Nordeste
PE,Caetés,Nordeste
PE,Calçado,Nordeste
PE,Calumbi,Nordeste
PE,Camaragibe,Nordeste
PE,Camocim de São Félix,Nordeste
PE,Camutanga,Nordeste
PE,Canhotinho,Nordeste
PE,Capoeiras,Nordeste
PE,Carnaíba,Nordeste
PE,Carnaubeira da Penha,Nordeste
PE,Carpina,Nordeste
PE,Caruaru,Nordeste
PE,Casinhas,Nordeste
PE,Catende,Nordeste
PE,Cedro,Nordeste
PE,Chã de Alegria,Nordeste
PE,Chã Grande,Nordeste
PE,Condado,Nordeste
PE,Correntes,Nordeste
PE,Cortês,Nordeste
PE,Cumaru,Nordeste
PE,Cupira,Nordeste
PE,Custódia,Nordeste
PE,Dormentes,Nordeste
PE,Escada,Nordeste
PE,Exu,Nordeste
PE,Feira Nova,Nordeste
PE,Fernando de Noronha,Nordeste
PE,Ferreiros,Nordeste
PE,Flores,Nordeste
PE,Floresta,Nordeste
PE,Frei Miguelinho,Nordeste
PE,Gameleira,Nordeste
PE,Garanhuns,Nordeste
PE,Glória do Goitá,Nordeste
PE,Goiana,Nordeste
PE,Granito,Nordeste
PE,Gravatá,Nordeste
PE,Iati,Nordeste
PE,Ibimirim,Nordeste
PE,Ibirajuba,Nordeste
PE,Igarassu,Nordeste
PE,Iguaraci,Nordeste
PE,Inajá,Nordeste
PE,Ingazeira,Nordeste
PE,Ipojuca,Nordeste
PE,Ipubi,Nordeste
PE,Itacuruba,Nordeste
PE,Itaíba,Nordeste
PE,Ilha de Itamaracá,Nordeste
PE,Itambé,Nordeste
PE,Itapetim,Nordeste
PE,Itapissuma,Nordeste
PE,Itaquitinga,Nordeste
PE,Jaboatão Dos Guararapes,Nordeste
PE,Jaqueira,Nordeste
PE,Jataúba,Nordeste
PE,Jatobá,Nordeste
PE,João Alfredo,Nordeste
PE,Joaquim Nabuco,Nordeste
PE,Jucati,Nordeste
PE,Jupi,Nordeste
PE,Jurema,Nordeste
PE,Lagoa do Carro,Nordeste
PE,Lagoa do Itaenga,Nordeste
PE,Lagoa do Ouro,Nordeste
PE,Lagoa Dos Gatos,Nordeste
PE,Lagoa Grande,Nordeste
PE,Lajedo,Nordeste
PE,Limoeiro,Nordeste
PE,Macaparana,Nordeste
PE,Machados,Nordeste
PE,Manari,Nordeste
PE,Maraial,Nordeste
PE,Mirandiba,Nordeste
PE,Moreno,Nordeste
PE,Nazaré da Mata,Nordeste
PE,Olinda,Nordeste
PE,Orobó,Nordeste
PE,Orocó,Nordeste
PE,Ouricuri,Nordeste
PE,Palmares,Nordeste
PE,Palmeirina,Nordeste
PE,Panelas,Nordeste
PE,Paranatama,Nordeste
PE,Parnamirim,Nordeste
PE,Passira,Nordeste
PE,Paudalho,Nordeste
PE,Paulista,Nordeste
PE,Pedra,Nordeste
PE,Pesqueira,Nordeste
PE,Petrolândia,Nordeste
PE,Petrolina,Nordeste
PE,Poção,Nordeste
PE,Pombos,Nordeste
PE,Primavera,Nordeste
PE,Quipapá,Nordeste
PE,Quixaba,Nordeste
PE,Recife,Nordeste
PE,Riacho Das Almas,Nordeste
PE,Ribeirão,Nordeste
PE,Rio Formoso,Nordeste
PE,Sairé,Nordeste
PE,Salgadinho,Nordeste
PE,Salgueiro,Nordeste
PE,Saloá,Nordeste
PE,Sanharó,Nordeste
PE,Santa Cruz,Nordeste
PE,Santa Cruz da Baixa Verde,Nordeste
PE,Santa Cruz do Capibaribe,Nordeste
PE,Santa Filomena,Nordeste
PE,Santa Maria da Boa Vista,Nordeste
PE,Santa Maria do Cambucá,Nordeste
PE,Santa Terezinha,Nordeste
PE,São Benedito do Sul,Nordeste
PE,São Bento do Una,Nordeste
PE,São Caitano,Nordeste
PE,São João,Nordeste
PE,São Joaquim do Monte,Nordeste
PE,São José da Coroa Grande,Nordeste
PE,São José do Belmonte,Nordeste
PE,São José do Egito,Nordeste
PE,São Lourenço da Mata,Nordeste
PE,São Vicente Ferrer,Nordeste
PE,Serra Talhada,Nordeste
PE,Serrita,Nordeste
PE,Sertânia,Nordeste
PE,Sirinhaém,Nordeste
PE,Moreilândia,Nordeste
PE,Solidão,Nordeste
PE,Surubim,Nordeste
PE,Tabira,Nordeste
PE,Tacaimbó,Nordeste
PE,Tacaratu,Nordeste
PE,Tamandaré,Nordeste
PE,Taquaritinga do Norte,Nordeste
PE,Terezinha,Nordeste
PE,Terra Nova,Nordeste
PE,Timbaúba,Nordeste
PE,Toritama,Nordeste
PE,Tracunhaém,Nordeste
PE,Trindade,Nordeste
PE,Triunfo,Nordeste
PE,Tupanatinga,Nordeste
PE,Tuparetama,Nordeste
PE,Venturosa,Nordeste
PE,Verdejante,Nordeste
PE,Vertente do Lério,Nordeste
PE,Vertentes,Nordeste
PE,Vicência,Nordeste
PE,Vitória de Santo Antão,Nordeste
PE,Xexéu,Nordeste
AL,Água Branca,Nordeste
AL,Anadia,Nordeste
AL,Arapiraca,Nordeste
AL,Atalaia,Nordeste
AL,Barra de Santo Antônio,Nordeste
AL,Barra de São Miguel,Nordeste
AL,Batalha,Nordeste
AL,Belém,Nordeste
AL,Belo Monte,Nordeste
AL,Boca da Mata,Nordeste
AL,Branquinha,Nordeste
AL,Cacimbinhas,Nordeste
AL,Cajueiro,Nordeste
AL,Campestre,Nordeste
AL,Campo Alegre,Nordeste
AL,Campo Grande,Nordeste
AL,Canapi,Nordeste
AL,Capela,Nordeste
AL,Carneiros,Nordeste
AL,Chã Preta,Nordeste
AL,Coité do Nóia,Nordeste
AL,Colônia Leopoldina,Nordeste
AL,Coqueiro Seco,Nordeste
AL,Coruripe,Nordeste
AL,Craíbas,Nordeste
AL,Delmiro Gouveia,Nordeste
AL,Dois Riachos,Nordeste
AL,Estrela de Alagoas,Nordeste
AL,Feira Grande,Nordeste
AL,Feliz Deserto,Nordeste
AL,Flexeiras,Nordeste
AL,Girau do Ponciano,Nordeste
AL,Ibateguara,Nordeste
AL,Igaci,Nordeste
AL,Igreja Nova,Nordeste
AL,Inhapi,Nordeste
AL,Jacaré Dos Homens,Nordeste
AL,Jacuípe,Nordeste
AL,Japaratinga,Nordeste
AL,Jaramataia,Nordeste
AL,Jequiá da Praia,Nordeste
AL,Joaquim Gomes,Nordeste
AL,Jundiá,Nordeste
AL,Junqueiro,Nordeste
AL,Lagoa da Canoa,Nordeste
AL,Limoeiro de Anadia,Nordeste
AL,Maceió,Nordeste
AL,Major Isidoro,Nordeste
AL,Maragogi,Nordeste
AL,Maravilha,Nordeste
AL,Marechal Deodoro,Nordeste
AL,Maribondo,Nordeste
AL,Mar Vermelho,Nordeste
AL,Mata Grande,Nordeste
AL,Matriz de Camaragibe,Nordeste
AL,Messias,Nordeste
AL,Minador do Negrão,Nordeste
AL,Monteirópolis,Nordeste
AL,Murici,Nordeste
